Cod Linha;Empresa;Setor;Nome Linha;Mercado;KM;CLASSE;orgão;TIPO;VIAGENS;Capacidade;PREFIXO;Cód Empresa;Grupo Cnx;KM CLASSE;Validação;Frequência;Caracteristica;Gestão;Check
30062;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SANTOS (SP);ABC LITORAL - SC ;697;CONV. DD;ANTT;RODOVIARIO          ;1;46;16019800;3;FLORIANOPOLIS (SC) - SANTOS (SP);697;;;;Regional Sul;697
30064;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;CONV. DD;ANTT;RODOVIARIO          ;1;46;16009300;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;;;;Regional Sul;691,25
30066;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP) - VIA EMBU;SP - LITORAL SC;903,23;CONV. DD;ANTT;RODOVIARIO          ;1;46;16021500;3;ARARANGUA (SC) - SAO PAULO (SP) - VIA EMBU;903,23;;;;Regional Sul;895,23
30068;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;627;CONV. DD;ANTT;RODOVIARIO          ;1;46;9032800;3;MARINGA (PR) - SAO PAULO (SP);627;;;;Regional Sul;627
30072;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - SAO PAULO (SP) - VIA PONTA GROSSA;FOZ - SAO PAULO;1047,91;CONV. DD;ANTT;RODOVIARIO          ;1;46;9042400;3;FOZ DO IGUACU (PR) - SAO PAULO (SP) - VIA PONTA GROSSA;1047,91;;;;Regional Sul;1047,91
30076;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;CONV. DD;ANTT;RODOVIARIO          ;1;46;16009100;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;;;;Regional Sul;691,25
30080;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;709;CONV. DD;ANTT;RODOVIARIO          ;1;54;16021600;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);709;;;;Regional Sul;709
30082;CATARINENSE;FLORIANOPOLIS;ARARANGUA (SC) - SAO PAULO (SP);SP - LITORAL SC;910,85;CONV. DD;ANTT;RODOVIARIO          ;1;46;16007100;3;ARARANGUA (SC) - SAO PAULO (SP);910,85;;;;Regional Sul;910,85
20014;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445;CONV. DD;ANTT;RODOVIARIO          ;1;46;7021500;2;NITEROI (RJ) - SAO PAULO (SP);445;;;;Regional Rio;445,6
20016;1001;SAO PAULO;RIO DE JANEIRO (RJ) -SAO PAULO (SP) -  VAI DIRETO;SAO PAULO - RIO DE JANEIRO;418,1;CONV. DD - VAI DIRETO;ANTT;RODOVIARIO          ;1;46;7023400;2;RIO DE JANEIRO (RJ) -SAO PAULO (SP) -  VAI DIRETO;418,1;;;;Regional Rio;418,1
30086;CATARINENSE;BLUMENAU;BRUSQUE (SC) - SAO PAULO (SP) - RECORTE  JGS;SP - INTERIOR SC;588;SEMILTO. DD;ANTT;RODOVIARIO          ;1;54;16000231;3;BRUSQUE (SC) - SAO PAULO (SP) - RECORTE  JGS;588;;;;Regional Sul;588
70096;COMETA;BELO HORIZONTE;BETIM (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;461;CONV. DD;ANTT;RODOVIARIO          ;1;46;6030500;7;BETIM (MG) - RIO DE JANEIRO (RJ);461;;;;Regional SP - ANTT;461
70098;COMETA;CURITIBA;SAO PAULO (SP) - CURITIBA (PR);SAO PAULO - CURITIBA;431,1;SEMILEITO PREMIUM;ANTT;RODOVIARIO          ;1;46;8006231;7;SAO PAULO (SP) - CURITIBA (PR);431,1;;;;Regional SP - ANTT;431,1
70099;COMETA;CURITIBA;SAO PAULO (SP) - CURITIBA (PR);SAO PAULO - CURITIBA;0;CAMA;ANTT;RODOVIARIO          ;0;8;8006251;7;SAO PAULO (SP) - CURITIBA (PR);0;;;;Regional SP - ANTT;431,1
30089;CATARINENSE;JOINVILLE;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP) - RECORTE JOI;SP - LITORAL SC;534;SEMILTO. DD;ANTT;RODOVIARIO          ;1;54;16006631;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP) - RECORTE JOI;534;;;;Regional Sul;534
2976;WEMOBI;WEMOBI;CABO FRIO (RJ) - SAO PAULO (SP);WEMOBI;582;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;7009331;2;CABO FRIO (RJ) - SAO PAULO (SP);582;Demais Mercados;Normal;Direto;WEMOBI;582,01
3040;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;452;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;07-0177-30;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);452;Demais Mercados;Normal;Seccionado;WEMOBI;452
3093;WEMOBI;WEMOBI;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);WEMOBI;614,25;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;16019330;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);614,25;Demais Mercados;Normal;Direto;WEMOBI;614,25
3094;WEMOBI;WEMOBI;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);WEMOBI;614,25;PREMIUM;ANTT;RODOVIARIO          ;1;56;16019341;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);614,25;Demais Mercados;Normal;Direto;WEMOBI;614,25
3113;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;7017730;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;Seccionado;WEMOBI;411
3114;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;PREMIUM;ANTT;RODOVIARIO          ;1;56;7017741;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;Seccionado;WEMOBI;411
3115;WEMOBI;WEMOBI;FLORIANOPOLIS (SC) - SAO PAULO (SP);WEMOBI;700;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;16020031;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);700;Demais Mercados;Normal;Direto;WEMOBI;700
3116;WEMOBI;WEMOBI;FLORIANOPOLIS (SC) - SAO PAULO (SP);WEMOBI;700;PREMIUM;ANTT;RODOVIARIO          ;1;56;16020040;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);700;Demais Mercados;Normal;Direto;WEMOBI;700
7102;WEMOBI;WEMOBI;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);WEMOBI;452;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;6030531;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);452;Demais Mercados;Normal;Seccionado;WEMOBI;452
7103;WEMOBI;WEMOBI;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);WEMOBI;452;PREMIUM;ANTT;RODOVIARIO          ;1;56;6030541;7;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);452;Demais Mercados;Normal;Seccionado;WEMOBI;452
7451;WEMOBI;WEMOBI;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);WEMOBI;452;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;56;06-0305-31;7;BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ);452;Demais Mercados;Normal;Seccionado;WEMOBI;452
7743;WEMOBI;WEMOBI;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);WEMOBI;442,1;PREMIUM;ANTT;RODOVIARIO;1;56;06-0305-41;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);442,1;Demais Mercados;Normal;Seccionado;WEMOBI;442,1
3046;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;472;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;57;07-0177-30;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);472;Demais Mercados;Normal;Seccionado;WEMOBI;472
7132;WEMOBI;WEMOBI;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);WEMOBI;435;COMFORT EXECUTIVO;ARTESP;RODOVIARIO          ;1;57;1384B-1;7;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);435;Vedetes;Normal;Seccionado;WEMOBI;435
7216;WEMOBI;WEMOBI;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);WEMOBI;435;POP;ARTESP;RODOVIARIO          ;1;57;1384B-1;7;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);435;Vedetes;Normal;Seccionado;WEMOBI;435
7467;WEMOBI;WEMOBI;CAMPINAS (SP) - RIO DE JANEIRO (RJ);WEMOBI;452;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;57;08-0340-31;7;CAMPINAS (SP) - RIO DE JANEIRO (RJ);452;Demais Mercados;Normal;Seccionado;WEMOBI;452
5112;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - SANA (RJ);BR 101 URB;24,1;URBANO;DETRO/RJ;URBANO              ;1;60;5112;5;CASIMIRO DE ABREU (RJ) - SANA (RJ);24,1;-;-;-;MACAENSE;
5199;MACAENSE;UNAMAR;UNAMAR (RJ) - MACAE (RJ);CABO FRIO - UNAMAR - MACAE URB;50;URBANO;DETRO/RJ;URBANO              ;1;60;5199;5;UNAMAR (RJ) - MACAE (RJ);50;-;-;-;MACAENSE;
7105;WEMOBI;WEMOBI;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);WEMOBI;435;COMFORT EXECUTIVO;ARTESP;RODOVIARIO          ;1;60;1384B-1;7;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);435;Vedetes;Normal;Seccionado;WEMOBI;435
7106;WEMOBI;WEMOBI;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);WEMOBI;435;PREMIUM;ARTESP;RODOVIARIO          ;1;60;138,4;7;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);435;Vedetes;Normal;Seccionado;WEMOBI;435
7751;WEMOBI;WEMOBI;JUIZ DE FORA (MG) - SAO PAULO (SP);WEMOBI;471,79;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;60;06-0512-30;7;JUIZ DE FORA (MG) - SAO PAULO (SP);471,79;Demais Mercados;Normal;Seccionado;WEMOBI;471,79
7444;WEMOBI;WEMOBI;CAMPINAS (SP) - BELO HORIZONTE (MG);WEMOBI;521,7;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;64;08-0330-30;7;CAMPINAS (SP) - BELO HORIZONTE (MG);521,7;Demais Mercados;Normal;Seccionado;WEMOBI;521,7
7539;WEMOBI;WEMOBI;CAMPINAS (SP) - BELO HORIZONTE (MG);WEMOBI;521,7;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;0;64;08-0330-30;7;CAMPINAS (SP) - BELO HORIZONTE (MG);521,7;Demais Mercados;Normal;Seccionado;WEMOBI;521,7
3645;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;07-0177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3646;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;07-0177-30;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3649;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;07-0177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3650;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;07-0177-30;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3696;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;07-0177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3697;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;07-0177-30;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3777;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;07-0177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3778;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;07-0177-30;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;wemobi;WEMOBI;452
3951;WEMOBI;WEMOBI;MARINGA (PR) - SAO PAULO (SP);WEMOBI;0;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;0;68;09-0328-61;3;MARINGA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;WEMOBI;627,01
3952;WEMOBI;WEMOBI;MARINGA (PR) - SAO PAULO (SP);WEMOBI;0;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;0;68;09-0328-30;3;MARINGA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;WEMOBI;627,01
7393;WEMOBI;WEMOBI;SAO PAULO (SP) - BELO HORIZONTE (MG);WEMOBI;595,1;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;08-0056-61;7;SAO PAULO (SP) - BELO HORIZONTE (MG);595,1;Demais Mercados;Normal;Seccionado;WEMOBI;595,1
7394;WEMOBI;WEMOBI;SAO PAULO (SP) - BELO HORIZONTE (MG);WEMOBI;595,1;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;08-0056-31;7;SAO PAULO (SP) - BELO HORIZONTE (MG);595,1;Demais Mercados;Normal;Seccionado;WEMOBI;595,1
7420;WEMOBI;WEMOBI;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);WEMOBI;442,3;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;06-0305-61;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);442,3;Demais Mercados;Normal;Seccionado;WEMOBI;442,3
7421;WEMOBI;WEMOBI;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);WEMOBI;442,3;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;06-0305-31;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);442,3;Demais Mercados;Normal;Seccionado;WEMOBI;442,3
7510;WEMOBI;WEMOBI;SAO PAULO (SP) - CURITIBA (PR);WEMOBI;431,1;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;68;08-0062-61;7;SAO PAULO (SP) - CURITIBA (PR);431,1;Demais Mercados;Normal;Seccionado;WEMOBI;431,1
7511;WEMOBI;WEMOBI;SAO PAULO (SP) - CURITIBA (PR);WEMOBI;431,1;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;1;68;08-0062-31;7;SAO PAULO (SP) - CURITIBA (PR);431,1;Demais Mercados;Normal;Seccionado;WEMOBI;431,1
60001;RAPIDO;SAO PAULO;RIBEIRAO PRETO (SP) - SAO PAULO (SP);RAPIDO R. PRETO;319;CONVENCIONAL;ARTESP;RODOVIARIO;1;68;6267A-1;6;RIBEIRAO PRETO (SP) - SAO PAULO (SP);319;;;;Regional SP - Interior;319
60002;RAPIDO;SAO PAULO;SERTAOZINHO (SP) - SAO PAULO (SP);RAPIDO R. PRETO;342;CONVENCIONAL;ARTESP;RODOVIARIO;1;68;6267A-1;6;SERTAOZINHO (SP) - SAO PAULO (SP);342;;;;Regional SP - Interior;342
70036;COMETA;CAMPINAS;JUIZ DE FORA (MG) - SAO PAULO (SP);SAO PAULO - SUL DE MINAS;474,79;EXEC. DD;ANTT;RODOVIARIO          ;1;68;6051261;7;JUIZ DE FORA (MG) - SAO PAULO (SP);474,79;;;;Regional SP - ANTT;474,79
70037;COMETA;CAMPINAS;JUIZ DE FORA (MG) - SAO PAULO (SP);SAO PAULO - SUL DE MINAS;474,79;SEMILTO. DD;ANTT;RODOVIARIO          ;1;68;6051230;7;JUIZ DE FORA (MG) - SAO PAULO (SP);474,79;;;;Regional SP - ANTT;474,79
70038;COMETA;JUIZ DE FORA;CAMPINAS (SP) - RIO DE JANEIRO (RJ);INTERIOR SP MG - RIO DE JANEIRO;494;EXEC. DD;ANTT;RODOVIARIO          ;1;68;8034061;7;CAMPINAS (SP) - RIO DE JANEIRO (RJ);494;;;;Regional SP - ANTT;494
70039;COMETA;JUIZ DE FORA;CAMPINAS (SP) - RIO DE JANEIRO (RJ);INTERIOR SP MG - RIO DE JANEIRO;494;SEMILTO. DD;ANTT;RODOVIARIO          ;1;68;8034030;7;CAMPINAS (SP) - RIO DE JANEIRO (RJ);494;;;;Regional SP - ANTT;494
2574;1001;MARUI;NITEROI (RJ) - SAQUAREMA (RJ) (VIA ARARUAMA-JACONE-URBANO);NITEROI - LAGOS URB;113;URBANO;DETRO/RJ;URBANO              ;1;99;2574;2;NITEROI (RJ) - SAQUAREMA (RJ) (VIA ARARUAMA-JACONE-URBANO);113;Demais Mercados;Normal;Seccionado;Regional Rio;
2651;1001;MARUI;NOVA FRIBURGO (RJ) - MACUCO (RJ) (URBANO);REG SERRANA;65,5;URBANO;DETRO/RJ;URBANO              ;1;99;2651;2;NOVA FRIBURGO (RJ) - MACUCO (RJ) (URBANO);65,5;Demais Mercados;Normal;Seccionado;Regional Rio;
2653;1001;MARUI;NOVA FRIBURGO (RJ) - S.M.MADALENA (RJ) (URBANO);REG SERRANA;104,75;CONVENCIONAL;DETRO/RJ;SELETIVO            ;1;99;2653;2;NOVA FRIBURGO (RJ) - S.M.MADALENA (RJ) (URBANO);104,75;Demais Mercados;Normal;Seccionado;Regional Rio;
2654;1001;MARUI;FRIBURGO (RJ) - T.DE MORAIS (RJ) (SELETIVO);REG SERRANA;103;URBANO;DETRO/RJ;SELETIVO            ;1;99;2654;2;FRIBURGO (RJ) - T.DE MORAIS (RJ) (SELETIVO);103;Demais Mercados;Normal;Seccionado;Regional Rio;
2655;1001;MARUI;NOVA FRIBURGO (RJ) - CANTAGALO (RJ);REG SERRANA;53,2;URBANO;DETRO/RJ;URBANO              ;1;99;2655;2;NOVA FRIBURGO (RJ) - CANTAGALO (RJ);53,2;Demais Mercados;Normal;Seccionado;Regional Rio;
2661;1001;MARUI;NOVA FRIBURGO (RJ) - BOM JARDIM (RJ) (URBANO);REG SERRANA;33,4;URBANO;DETRO/RJ;URBANO              ;1;99;2661;2;NOVA FRIBURGO (RJ) - BOM JARDIM (RJ) (URBANO);33,4;Demais Mercados;Normal;Seccionado;Regional Rio;
2662;1001;MARUI;NOVA FRIBURGO (RJ) - CORREGO DE SANTO ANTONIO (RJ);REG SERRANA;57,4;URBANO;DETRO/RJ;URBANO              ;1;99;2662;2;NOVA FRIBURGO (RJ) - CORREGO DE SANTO ANTONIO (RJ);57,4;Demais Mercados;Normal;Seccionado;Regional Rio;
2663;1001;MARUI;FRIBURGO (RJ) - B.DOS PASSOS (RJ) (URBANO);REG SERRANA;71;URBANO;DETRO/RJ;URBANO              ;1;99;2663;2;FRIBURGO (RJ) - B.DOS PASSOS (RJ) (URBANO);71;Demais Mercados;Normal;Seccionado;Regional Rio;
2664;1001;MARUI;NOVA FRIBURGO (RJ) - SAO JOSE DO RIBEIRAO (RJ);REG SERRANA;45,9;URBANO;DETRO/RJ;URBANO              ;1;99;2664;2;NOVA FRIBURGO (RJ) - SAO JOSE DO RIBEIRAO (RJ);45,9;Demais Mercados;Normal;Seccionado;Regional Rio;
2666;1001;MARUI;NOVA FRIBURGO (RJ) - SAO SEBASTIAO DO ALTO (RJ);REG SERRANA;88,3;URBANO;DETRO/RJ;URBANO              ;1;99;2666;2;NOVA FRIBURGO (RJ) - SAO SEBASTIAO DO ALTO (RJ);88,3;Demais Mercados;Normal;Seccionado;Regional Rio;
2676;1001;MARUI;NOVA FRIBURGO (RJ) - ALMAS (RJ);REG SERRANA;78,6;URBANO;DETRO/RJ;URBANO              ;1;99;2676;2;NOVA FRIBURGO (RJ) - ALMAS (RJ);78,6;Demais Mercados;Normal;Seccionado;Regional Rio;
2682;1001;MARUI;NOVA FRIBURGO (RJ) - MONERAT (RJ);REG SERRANA;33;URBANO;DETRO/RJ;URBANO              ;1;99;2682;2;NOVA FRIBURGO (RJ) - MONERAT (RJ);33;Demais Mercados;Normal;Seccionado;Regional Rio;
2684;1001;MARUI;NOVA FRIBURGO (RJ) - BANQUETE (RJ);REG SERRANA;23,1;URBANO;DETRO/RJ;URBANO              ;1;99;2684;2;NOVA FRIBURGO (RJ) - BANQUETE (RJ);23,1;Demais Mercados;Normal;Direto;Regional Rio;
2801;1001;MARUI;NITEROI (RJ) - SAQUAREMA (RJ) (VIA JACONE);NITEROI - LAGOS URB;113;URBANO;DETRO/RJ;URBANO              ;1;99;2801;2;NITEROI (RJ) - SAQUAREMA (RJ) (VIA JACONE);113;-;-;-;Regional Rio;
5100;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - ROCHA LEAO (RJ) (RIO DOURADO) SA;BR 101 URB;24,6;URBANO;DETRO/RJ;URBANO              ;1;99;B470;5;CASIMIRO DE ABREU (RJ) - ROCHA LEAO (RJ) (RIO DOURADO) SA;24,6;-;-;-;MACAENSE;
5101;MACAENSE;UNAMAR;BAIRRO MATARUNA (RJ) - IMBOACICA (RJ) (BARRA DE SAO JOAO);BR 101 URB;75,59;URBANO;DETRO/RJ;URBANO              ;1;99;B481;5;BAIRRO MATARUNA (RJ) - IMBOACICA (RJ) (BARRA DE SAO JOAO);75,59;-;-;-;MACAENSE;
5102;MACAENSE;UNAMAR;BARRA DE SAO JOAO (RJ) - IMBOACICA (RJ) (RIO DAS OSTRAS) SA;RIO DAS OSTRAS URB;14,16;URBANO;DETRO/RJ;URBANO              ;1;99;B481;5;BARRA DE SAO JOAO (RJ) - IMBOACICA (RJ) (RIO DAS OSTRAS) SA;14,16;-;-;-;MACAENSE;
5103;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - FAZ. CANTAGALO (RJ) (B.DE SAO JOAO);BR 101 URB;91,9;URBANO;DETRO/RJ;URBANO              ;1;99;B482;5;CASIMIRO DE ABREU (RJ) - FAZ. CANTAGALO (RJ) (B.DE SAO JOAO);91,9;-;-;-;MACAENSE;
5104;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - MAR DO NORTE (RJ) VIA V. VERMELHO;BR 101 URB;82,4;URBANO;DETRO/RJ;URBANO              ;1;99;B483;5;CASIMIRO DE ABREU (RJ) - MAR DO NORTE (RJ) VIA V. VERMELHO;82,4;-;-;-;MACAENSE;
5105;MACAENSE;UNAMAR;BAIRRO MATARUNA (RJ) - IMBOACICA (RJ) (VIA RIO DOURADO);BR 101 URB;55,1;URBANO;DETRO/RJ;URBANO              ;1;99;B170;5;BAIRRO MATARUNA (RJ) - IMBOACICA (RJ) (VIA RIO DOURADO);55,1;-;-;-;MACAENSE;
5106;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - IMBOACICA (RJ) (VIA PALMITAL);BR 101 URB;57,89;URBANO;DETRO/RJ;URBANO              ;1;99;B171;5;CASIMIRO DE ABREU (RJ) - IMBOACICA (RJ) (VIA PALMITAL);57,89;-;-;-;MACAENSE;
5107;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - IMBOACICA (RJ) (VIA NOVA CIDADE);BR 101 URB;58;URBANO;DETRO/RJ;URBANO              ;1;99;B172;5;CASIMIRO DE ABREU (RJ) - IMBOACICA (RJ) (VIA NOVA CIDADE);58;-;-;-;MACAENSE;
5108;MACAENSE;UNAMAR;CAMPO BELO (RJ) - NOVA CIDADE (RJ) (VIA PALMITAL/RECANTO);RIO DAS OSTRAS URB;14,16;URBANO;DETRO/RJ;URBANO              ;1;99;B700;5;CAMPO BELO (RJ) - NOVA CIDADE (RJ) (VIA PALMITAL/RECANTO);14,16;-;-;-;MACAENSE;
5109;MACAENSE;UNAMAR;CAMPO BELO (RJ) - ENSEADA (RJ) (VIA COSTA AZUL);RIO DAS OSTRAS URB;14,16;URBANO;DETRO/RJ;URBANO              ;1;99;B705;5;CAMPO BELO (RJ) - ENSEADA (RJ) (VIA COSTA AZUL);14,16;-;-;-;MACAENSE;
5110;MACAENSE;UNAMAR;CAMPO BELO (RJ) - ANCORA (RJ) (VIA MARILEIA);RIO DAS OSTRAS URB;14,16;URBANO;DETRO/RJ;URBANO              ;1;99;B706;5;CAMPO BELO (RJ) - ANCORA (RJ) (VIA MARILEIA);14,16;-;-;-;MACAENSE;
5111;MACAENSE;UNAMAR;CASIMIRO DE ABREU (RJ) - IMBOACICA (RJ) (VIA ANCORA (RJ)) SA;BR 101 URB;35,42;URBANO;DETRO/RJ;URBANO              ;1;99;B175;5;CASIMIRO DE ABREU (RJ) - IMBOACICA (RJ) (VIA ANCORA (RJ)) SA;35,42;-;-;-;MACAENSE;
5150;MACAENSE;UNAMAR;MACAE (RJ) - QUISSAMA (RJ) - VIA RODAGEM;MACAE-QUISSAMÃ URB;61,29;URBANO;DETRO/RJ;URBANO              ;1;99;N200;5;MACAE (RJ) - QUISSAMA (RJ) - VIA RODAGEM;61,29;-;-;-;MACAENSE;
5151;MACAENSE;UNAMAR;MACAE (RJ) - QUISSAMA (RJ) VIA CONDE DE ARARUAMA;MACAE-QUISSAMÃ URB;71,5;URBANO;DETRO/RJ;URBANO              ;1;99;N205;5;MACAE (RJ) - QUISSAMA (RJ) VIA CONDE DE ARARUAMA;71,5;-;-;-;MACAENSE;
5152;MACAENSE;UNAMAR;MACAE (RJ) - QUISSAMA (RJ) - VIA PENHA;MACAE-QUISSAMÃ URB;55,7;URBANO;DETRO/RJ;URBANO              ;1;99;N210;5;MACAE (RJ) - QUISSAMA (RJ) - VIA PENHA;55,7;-;-;-;MACAENSE;
5153;MACAENSE;UNAMAR;MACAE (RJ) - FAROL DE SAO TOME (RJ) - VIA QUISSAMA;MACAE-QUISSAMÃ URB;112,4;URBANO;DETRO/RJ;URBANO              ;1;99;N465;5;MACAE (RJ) - FAROL DE SAO TOME (RJ) - VIA QUISSAMA;112,4;-;-;-;MACAENSE;
