Cod Linha;Empresa;Setor;Nome Linha;Mercado;KM;CLASSE;orgão;TIPO;VIAGENS;Capacidade;PREFIXO;Cód Empresa;Grupo Cnx;KM CLASSE;Validação;Frequência;Caracteristica;Gestão;Check
2813;1001;MARUI;NITEROI (RJ) - SAQUAREMA (RJ) (VIA JACONE);NITEROI - ARAR/SAQ PROM.;88;CONVENCIONAL;DETRO/RJ;URBANO              ;1;46;2813;2;NITEROI (RJ) - SAQUAREMA (RJ) (VIA JACONE);88;Demais Mercados;Normal;Seccionado;Regional Rio;
2814;1001;CABO FRIO;RIO DE JANEIRO (RJ) - SAQUAREMA (RJ) (VIA JACONE);RIO/NIT - ARAR/SAQ;91;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2814;2;RIO DE JANEIRO (RJ) - SAQUAREMA (RJ) (VIA JACONE);91;Demais Mercados;Normal;Seccionado;Regional Rio;91
2818;1001;CABO FRIO;BUZIOS (RJ) - AEROPORTO GALEAO (RJ);RIO - REG.LAGOS;147,3;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2818;2;BUZIOS (RJ) - AEROPORTO GALEAO (RJ);147,3;Vedetes;Normal;Seccionado;Regional Rio;147,3
2819;1001;CABO FRIO;ARRAIAL DO CABO (RJ) - AEROPORTO GALEAO (RJ);RIO - REG.LAGOS;194,09;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2819;2;ARRAIAL DO CABO (RJ) - AEROPORTO GALEAO (RJ);194,09;-;-;-;Regional Rio;194,1
2825;1001;FRIBURGO;RIO DE JANEIRO (RJ) - NOVA FRIBURGO (RJ) (VIA ALAMEDA);RIO - FRIB/REG.SERRANA;132,09;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;108-001-000;2;RIO DE JANEIRO (RJ) - NOVA FRIBURGO (RJ) (VIA ALAMEDA);132,09;Demais Mercados;Normal;Seccionado;Regional Rio;132,1
2826;1001;ITAPERUNA;LAJE DO MURIAE (RJ) - NITEROI (RJ);RIO - FRIB/REG.SERRANA;322;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2826;2;LAJE DO MURIAE (RJ) - NITEROI (RJ);322;Demais Mercados;Normal;Seccionado;Regional Rio;322
2827;1001;ITAPERUNA;B.J. ITABAPOANA (RJ) - NITEROI (RJ) (VIA ARARUAMA);RIO - CAMPOS E NORTE FLUM.;405,6;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2827;2;B.J. ITABAPOANA (RJ) - NITEROI (RJ) (VIA ARARUAMA);405,6;Vedetes;Normal;Seccionado;Regional Rio;405,6
2828;1001;ITAPERUNA;NITEROI (RJ) - ITAPERUNA (RJ) (VIA LITORAL);NORTE FLUM. - CPS - MAC - C.FRIO;400,39;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2828;2;NITEROI (RJ) - ITAPERUNA (RJ) (VIA LITORAL);400,39;Demais Mercados;Normal;Seccionado;Regional Rio;400,4
2829;1001;CAMPOS;RIO DE JANEIRO (RJ) - CAMPOS (RJ) (VIA NITEROI-LITORAL);RIO - CAMPOS E NORTE FLUM.;306,19;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2829;2;RIO DE JANEIRO (RJ) - CAMPOS (RJ) (VIA NITEROI-LITORAL);306,19;Vedetes;Normal;Direto;Regional Rio;306,2
2833;1001;MACAE;CASIMIRO DE ABREU (RJ) - NITEROI (RJ);RIO - MACAE QUISSAMA;118,4;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2833;2;CASIMIRO DE ABREU (RJ) - NITEROI (RJ);118,4;Vedetes;Normal;Seccionado;Regional Rio;118,4
2835;1001;MARUI;NITEROI (RJ) - SAO VICENTE DE PAULA (RJ) (VIA ARARUAMA);NITEROI - ARAR/SAQ PROM.;118,4;CONVENCIONAL;DETRO/RJ;SELETIVO            ;1;46;108-0310-00;2;NITEROI (RJ) - SAO VICENTE DE PAULA (RJ) (VIA ARARUAMA);118,4;Demais Mercados;Normal;Seccionado;Regional Rio;
2842;1001;ITAPERUNA;PIRAPETINGA (MG) -  CAMPO GRANDE (RJ);RIO - PIRAPETINGA/ITAPERUNA;221,69;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;06-0352-61;2;PIRAPETINGA (MG) -  CAMPO GRANDE (RJ);221,69;Demais Mercados;Normal;Seccionado;Regional Rio;221,7
2843;1001;ITAPERUNA;PIRAPETINGA (MG) - ITAPERUNA (RJ);RIO - PIRAPETINGA/ITAPERUNA;99,5;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;06-0331-61;2;PIRAPETINGA (MG) - ITAPERUNA (RJ);99,5;Demais Mercados;Normal;Seccionado;Regional Rio;99,5
2844;1001;SAO PAULO;CABO FRIO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;594,5;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0093-61;2;CABO FRIO (RJ) - SAO PAULO (SP);594,5;Demais Mercados;Normal;Seccionado;Regional Rio;594,5
2845;1001;ITAPERUNA;RIO DE JANEIRO (RJ) - SAO JOSE DO CALCADO (ES);RIO - PIRAPETINGA/ITAPERUNA;345;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0097-61;2;RIO DE JANEIRO (RJ) - SAO JOSE DO CALCADO (ES);345;Demais Mercados;Normal;Seccionado;Regional Rio;345
2846;1001;ITAPERUNA;RIO DE JANEIRO (RJ) - SAO JOSE DO CALCADO (ES) VIA BR-101;RIO - CAMPOS E NORTE FLUM.;396,5;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0099-61;2;RIO DE JANEIRO (RJ) - SAO JOSE DO CALCADO (ES) VIA BR-101;396,5;Vedetes;Normal;Seccionado;Regional Rio;396,5
2847;1001;ITAPERUNA;SAO JOSE DO CALCADO (ES) - RIO DE JANEIRO (RJ);RIO - MURIAE/TOMBOS;400,5;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;17-0106-61;2;SAO JOSE DO CALCADO (ES) - RIO DE JANEIRO (RJ);400,5;Demais Mercados;Normal;Seccionado;Regional Rio;400,5
2848;1001;SAO PAULO;NITEROI (RJ) - BUZIOS (RJ) (VIA LAGOS);SP - NIT/CPS/MAC/FRIB/CBF;160;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2848;2;NITEROI (RJ) - BUZIOS (RJ) (VIA LAGOS);160;Demais Mercados;Normal;Seccionado;Regional Rio;160
2849;1001;SAO PAULO;NITEROI (RJ) - ARRAIAL DO CABO (RJ) (VIA LAGOS);SP - NIT/CPS/MAC/FRIB/CBF;155,69;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2849;2;NITEROI (RJ) - ARRAIAL DO CABO (RJ) (VIA LAGOS);155,69;Demais Mercados;Normal;Seccionado;Regional Rio;155,7
2850;1001;CABO FRIO;RIO DE JANEIRO (RJ) - ARRAIAL DO CABO (RJ) (VIA LAGOS);RIO - REG.LAGOS;184,09;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2850;2;RIO DE JANEIRO (RJ) - ARRAIAL DO CABO (RJ) (VIA LAGOS);184,09;Vedetes;Normal;Seccionado;Regional Rio;184,1
2853;1001;CABO FRIO;NOVA IGUACU (RJ) - CABO FRIO (RJ);RIO - REG.LAGOS;191,69;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2853;2;NOVA IGUACU (RJ) - CABO FRIO (RJ);191,69;Vedetes;Normal;Seccionado;Regional Rio;191,7
2854;1001;CABO FRIO;RIO DE JANEIRO (RJ) - ARRAIAL DO CABO (RJ) (VIA SERRA);RIO - REG.LAGOS;154;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2854;2;RIO DE JANEIRO (RJ) - ARRAIAL DO CABO (RJ) (VIA SERRA);154;Vedetes;Normal;Seccionado;Regional Rio;154
2855;1001;CABO FRIO;CAMPO GRANDE (RJ) - CABO FRIO (RJ);RIO - REG.LAGOS;191,69;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;108-029-011;2;CAMPO GRANDE (RJ) - CABO FRIO (RJ);191,69;Vedetes;Normal;Seccionado;Regional Rio;191,7
2860;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;446,6;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0095-61;2;NITEROI (RJ) - SAO PAULO (SP);446,6;Demais Mercados;Normal;Seccionado;Regional Rio;446,6
2864;1001;CABO FRIO;RIO DE JANEIRO (RJ) - BUZIOS (RJ) (VIA LAGOS);RIO - REG.LAGOS;185,9;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2864;2;RIO DE JANEIRO (RJ) - BUZIOS (RJ) (VIA LAGOS);185,9;Vedetes;Normal;Seccionado;Regional Rio;185,9
2870;1001;FRIBURGO;NITEROI (RJ) - SAO FIDELIS (RJ) (VIA ALCANTARA);RIO - FRIB/REG.SERRANA;286,69;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2870;2;NITEROI (RJ) - SAO FIDELIS (RJ) (VIA ALCANTARA);286,69;Demais Mercados;Normal;Seccionado;Regional Rio;286,7
2871;1001;FRIBURGO;NITEROI (RJ) - PUREZA (RJ) (VIA CAMBUCI);RIO - FRIB/REG.SERRANA;330,19;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2871;2;NITEROI (RJ) - PUREZA (RJ) (VIA CAMBUCI);330,19;Demais Mercados;Normal;Seccionado;Regional Rio;330,2
2874;1001;MARUI;NITEROI (RJ) - SAQUAREMA (RJ) (VIA RJ - 106 ALVORADA);NITEROI - LAGOS URB;103;URBANO;DETRO/RJ;URBANO              ;1;46;2874;2;NITEROI (RJ) - SAQUAREMA (RJ) (VIA RJ - 106 ALVORADA);103;Demais Mercados;Normal;Seccionado;Regional Rio;
2875;1001;SAO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;433,8;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;07-0101-00;2;RIO DE JANEIRO (RJ) - SAO PAULO (SP);433,8;Demais Mercados;Normal;Seccionado;Regional Rio;433,8
2878;1001;SAO PAULO;SAO PAULO (SP) - FLORIANOPOLIS (SC);SP - FLORIANOPOLIS;715;CONV. DD;ANTT;RODOVIARIO          ;1;46;08-0079-00;2;SAO PAULO (SP) - FLORIANOPOLIS (SC);715;Demais Mercados;Frequência Mínima;Seccionado;Regional Rio;715
2880;1001;SAO PAULO;SAO PAULO (SP) -FLORIANOPOLIS (SC);SP - FLORIANOPOLIS;691,85;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;16-0070-30;2;SAO PAULO (SP) -FLORIANOPOLIS (SC);691,85;Demais Mercados;Normal;Seccionado;Regional Rio;691,85
2882;1001;SAO PAULO;CABO FRIO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;582;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;07-0093-31;2;CABO FRIO (RJ) - SAO PAULO (SP);582;Demais Mercados;Normal;Seccionado;Regional Rio;582
2885;1001;ITAPERUNA;RIO DE JANEIRO (RJ) - TOMBOS (MG);RIO - MURIAE/TOMBOS;353,19;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0100-61;2;RIO DE JANEIRO (RJ) - TOMBOS (MG);353,19;Demais Mercados;Normal;Seccionado;Regional Rio;353,2
2886;1001;SAO PAULO;RIO DE JANEIRO (CAMPO GRANDE) (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;433,8;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0101-61;2;RIO DE JANEIRO (CAMPO GRANDE) (RJ) - SAO PAULO (SP);433,8;Demais Mercados;Normal;Direto;Regional Rio;433,8
2887;1001;MACAE;AEROPORTO GALEAO (RJ) - MACAE (RJ);RIO - MACAE QUISSAMA;198,69;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;108-053-007;2;AEROPORTO GALEAO (RJ) - MACAE (RJ);198,69;Vedetes;Normal;Seccionado;Regional Rio;198,7
2888;1001;SAO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;433,8;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0101-00;2;RIO DE JANEIRO (RJ) - SAO PAULO (SP);433,8;Demais Mercados;Normal;Direto;Regional Rio;433,8
2890;1001;SAO PAULO;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;433,8;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;07-0101-31;2;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);433,8;Demais Mercados;Normal;Direto;Regional Rio;433,8
2892;1001;SAO PAULO;NOVA FRIBURGO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;558,61;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0096-00;2;NOVA FRIBURGO (RJ) - SAO PAULO (SP);558,61;Demais Mercados;Normal;Seccionado;Regional Rio;558,61
2895;1001;SAO PAULO;NOVA FRIBURGO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;558,61;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;07-0096-31;2;NOVA FRIBURGO (RJ) - SAO PAULO (SP);558,61;Demais Mercados;Normal;Seccionado;Regional Rio;558,61
2897;1001;SAO PAULO;CABO FRIO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;582,2;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0093-00;2;CABO FRIO (RJ) - SAO PAULO (SP);582,2;Demais Mercados;Normal;Seccionado;Regional Rio;582,2
2899;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;07-0095-31;2;NITEROI (RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Direto;Regional Rio;445,6
2900;1001;ITAPERUNA;RIO DAS OSTRAS (RJ) - BOM JESUS (RJ);NORTE FLUM. - CPS - MAC - C.FRIO;228;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2900;2;RIO DAS OSTRAS (RJ) - BOM JESUS (RJ);228;Demais Mercados;Normal;Seccionado;Regional Rio;228
2901;1001;ITAPERUNA;RIO DAS OSTRAS (RJ) - ITAPERUNA (RJ);NORTE FLUM. - CPS - MAC - C.FRIO;228;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2901;2;RIO DAS OSTRAS (RJ) - ITAPERUNA (RJ);228;Demais Mercados;Normal;Seccionado;Regional Rio;228
2904;1001;MACAE;RIO DE JANEIRO (RJ) - QUISSAMA (RJ) (VIA NITEROI-MACAE);RIO - MACAE QUISSAMA;223,3;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;108-040-001;2;RIO DE JANEIRO (RJ) - QUISSAMA (RJ) (VIA NITEROI-MACAE);223,3;Vedetes;Normal;Seccionado;Regional Rio;223,3
2907;1001;CAMPOS;NOVA IGUACU (RJ) - CAMPOS (RJ) (CAMPO GRANDE-MACAE);RIO - CAMPOS E NORTE FLUM.;341,69;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2907;2;NOVA IGUACU (RJ) - CAMPOS (RJ) (CAMPO GRANDE-MACAE);341,69;Vedetes;Normal;Seccionado;Regional Rio;341,7
2908;1001;CAMPOS;RIO DAS OSTRAS (RJ) - CAMPOS (RJ);ATE 100 KM MACAE SELETIVO;132;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;108-030-001;2;RIO DAS OSTRAS (RJ) - CAMPOS (RJ);132;Demais Mercados;Normal;Seccionado;Regional Rio;132
2910;1001;ITAPERUNA;ARRAIAL DO CABO (RJ) - B.J.ITABAPOANA (RJ) (SANTO EDUARDO);NORTE FLUM. - CPS - MAC - C.FRIO;313;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2910;2;ARRAIAL DO CABO (RJ) - B.J.ITABAPOANA (RJ) (SANTO EDUARDO);313;Demais Mercados;Normal;Seccionado;Regional Rio;313
2911;1001;ITAPERUNA;ARRAIAL DO CABO (RJ) - B.J.ITABAPOANA (RJ) (SANTO EDUARDO);NORTE FLUM. - CPS - MAC - C.FRIO;300;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;108-043-000;2;ARRAIAL DO CABO (RJ) - B.J.ITABAPOANA (RJ) (SANTO EDUARDO);300;Demais Mercados;Normal;Seccionado;Regional Rio;300
2913;1001;MACAE;NOVA IGUACU (RJ) - CAMPOS (RJ) (VIA CPG-MAC);RIO - MACAE QUISSAMA;205;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2913;2;NOVA IGUACU (RJ) - CAMPOS (RJ) (VIA CPG-MAC);205;Vedetes;Normal;Seccionado;Regional Rio;205
2920;1001;CAMPOS;RIO DAS OSTRAS (RJ) - CAMPOS (RJ);ATE 100 KM MACAE SELETIVO;187,09;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2920;2;RIO DAS OSTRAS (RJ) - CAMPOS (RJ);187,09;Demais Mercados;Normal;Seccionado;Regional Rio;187,1
2924;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0095-00;2;NITEROI (RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Direto;Regional Rio;445,6
2925;1001;FRIBURGO;CAMPO GRANDE (RJ) - NOVA FRIBURGO (RJ) (VIA BAIXADA);RIO - FRIB/REG.SERRANA;150,3;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2925;2;CAMPO GRANDE (RJ) - NOVA FRIBURGO (RJ) (VIA BAIXADA);150,3;Demais Mercados;Normal;Seccionado;Regional Rio;150,3
2926;1001;FRIBURGO;CAMPO GRANDE (RJ)  - NOVA FRIBURGO (RJ) (VIA BAIXADA);RIO - FRIB/REG.SERRANA;150,3;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2926;2;CAMPO GRANDE (RJ)  - NOVA FRIBURGO (RJ) (VIA BAIXADA);150,3;Demais Mercados;Normal;Seccionado;Regional Rio;150,3
2927;1001;CAMPOS;RIO DE JANEIRO (RJ) - CAMPOS (RJ) (VIA NITEROI);RIO - CAMPOS E NORTE FLUM.;230,69;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2927;2;RIO DE JANEIRO (RJ) - CAMPOS (RJ) (VIA NITEROI);230,69;Vedetes;Normal;Seccionado;Regional Rio;230,7
2930;1001;MACAE;CAMPO GRANDE (RJ) - MACAE (RJ) (VIA LAGOS);RIO - MACAE QUISSAMA;203,59;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;108-039-003;2;CAMPO GRANDE (RJ) - MACAE (RJ) (VIA LAGOS);203,59;Vedetes;Normal;Seccionado;Regional Rio;203,6
2940;1001;CAMPOS;ATAFONA (RJ) - CAMPOS (RJ);SANJOANENSE CAMPOSTUR URB;51;URBANO;DETRO/RJ;URBANO              ;1;46;2940;2;ATAFONA (RJ) - CAMPOS (RJ);51;Demais Mercados;Normal;Seccionado;Regional Rio;
2941;1001;CAMPOS;CAMPOS (RJ) - SAO JOAO DA BARRA (RJ);SANJOANENSE CAMPOSTUR URB;45;URBANO;DETRO/RJ;URBANO              ;1;46;2941;2;CAMPOS (RJ) - SAO JOAO DA BARRA (RJ);45;Demais Mercados;Normal;Seccionado;Regional Rio;
2943;1001;CAMPOS;ATAFONA (RJ) - CAMPOS (RJ);SANJOANENSE;47;CONVENCIONAL;DETRO/RJ;URBANO              ;1;46;2943;2;ATAFONA (RJ) - CAMPOS (RJ);47;Demais Mercados;Normal;Seccionado;Regional Rio;
2946;1001;SAO PAULO;RIO DE JANEIRO (RJ) - OSASCO (SP);SAO PAULO - RIO DE JANEIRO;447,89;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0103-61;2;RIO DE JANEIRO (RJ) - OSASCO (SP);447,89;Vedetes;Normal;Seccionado;Regional Rio;447,9
2948;1001;MACAE;MACAE (RJ) - NITEROI  (RJ) (VIA LAGOS);RIO - MACAE QUISSAMA;184,9;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2948;2;MACAE (RJ) - NITEROI  (RJ) (VIA LAGOS);184,9;Vedetes;Normal;Seccionado;Regional Rio;184,9
2949;1001;MACAE;MACAE (RJ) - NITEROI (RJ) (RIO DAS OSTRA-CASIMIRO DE ABREU);RIO - MACAE QUISSAMA;173,9;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2949;2;MACAE (RJ) - NITEROI (RJ) (RIO DAS OSTRA-CASIMIRO DE ABREU);173,9;Vedetes;Normal;Seccionado;Regional Rio;173,9
2950;1001;MACAE;CASIMIRO DE ABREU (RJ)  - RIO DE JANEIRO (RJ)  (VIA NITEROI);RIO - MACAE QUISSAMA;130,69;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2950;2;CASIMIRO DE ABREU (RJ)  - RIO DE JANEIRO (RJ)  (VIA NITEROI);130,69;Vedetes;Normal;Seccionado;Regional Rio;130,7
2951;1001;SAO PAULO;NITEROI (RJ) - MACAE (RJ) (CNX SP);SP - NIT/CPS/MAC/FRIB/CBF;180,59;EXEC. DD;DETRO/RJ;RODOVIARIO          ;1;46;2951;2;NITEROI (RJ) - MACAE (RJ) (CNX SP);180,59;Demais Mercados;Normal;Seccionado;Regional Rio;180,6
2953;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;EXEC. DD;ANTT;RODOVIARIO          ;1;46;07-0095-61;2;NITEROI (RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2955;1001;SAO PAULO;NITEROI (RJ) - CAMPOS (RJ);SP - NIT/CPS/MAC/FRIB/CBF;265,1;EXEC. DD;DETRO/RJ;RODOVIARIO          ;1;46;108-035-001;2;NITEROI (RJ) - CAMPOS (RJ);265,1;Demais Mercados;Normal;Seccionado;Regional Rio;265,1
2957;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;EXEC. DD;ANTT;RODOVIARIO          ;1;46;07-0095-61;2;NITEROI (RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2959;1001;SAO PAULO;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;398,08;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0105-00;2;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);398,08;Demais Mercados;Normal;Seccionado;Regional Rio;398,09
2961;1001;CABO FRIO;RIO DE JANEIRO (RJ) - S.PEDRO ALDEIA (RJ) (MANILHA-ARARUAMA);RIO - REG.LAGOS;137,69;CONVENCIONAL;DETRO/RJ;RODOVIARIO          ;1;46;2961;2;RIO DE JANEIRO (RJ) - S.PEDRO ALDEIA (RJ) (MANILHA-ARARUAMA);137,69;Vedetes;Normal;Seccionado;Regional Rio;137,7
2962;1001;SAO PAULO;RIO DE JANEIRO (RJ) - OSASCO (SP);SAO PAULO - RIO DE JANEIRO;447,89;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0103-00;2;RIO DE JANEIRO (RJ) - OSASCO (SP);447,89;Vedetes;Normal;Seccionado;Regional Rio;447,9
2970;1001;SAO PAULO;ITABORAI ( RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;CONV. DD;ANTT;RODOVIARIO          ;1;46;07-0095-00;2;ITABORAI ( RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2972;WEMOBI;WEMOBI;CABO FRIO (RJ) - SAO PAULO (SP);WEMOBI;582;COMFORT EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0093-61;2;CABO FRIO (RJ) - SAO PAULO (SP);582;Demais Mercados;Normal;Seccionado;WEMOBI;582
2973;1001;SAO PAULO;ITABORAI ( RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;445,6;CONVENCIONAL;ANTT;RODOVIARIO;1;46;07-0095-00;2;ITABORAI ( RJ) - SAO PAULO (SP);445,6;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2974;1001;ITAPERUNA;MURIAE(MG) - ITAPERUNA(RJ);RIO - MURIAE/TOMBOS;69,7;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;06-0497-00;2;MURIAE(MG) - ITAPERUNA(RJ);69,7;Demais Mercados;Frequência Mínima;Direto;Regional Rio;69,7
2975;WEMOBI;WEMOBI;CABO FRIO (RJ) - SAO PAULO (SP);WEMOBI;582;PREMIUM;ANTT;RODOVIARIO;1;46;07-0093-41;2;CABO FRIO (RJ) - SAO PAULO (SP);582;Demais Mercados;Normal;Direto;WEMOBI;582
2977;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - MACAE (RJ);WEMOBI;183,3;COMFORT EXECUTIVO;DETRO/RJ;RODOVIARIO          ;1;46;2977;2;RIO DE JANEIRO (RJ) - MACAE (RJ);183,3;Demais Mercados;Normal;Direto;WEMOBI;183,3
2978;WEMOBI;WEMOBI;RIO DE JANEIRO ( RJ) - CAMPOS DOS GOYTACAZES (RJ);WEMOBI;277,3;COMFORT EXECUTIVO;DETRO/RJ;RODOVIARIO          ;1;46;2978;2;RIO DE JANEIRO ( RJ) - CAMPOS DOS GOYTACAZES (RJ);277,3;Demais Mercados;Normal;wemobi;WEMOBI;277,3
2979;1001;CABO FRIO;MARICA (RJ)  - CABO FRIO (RJ);RIO - REG.LAGOS;106,4;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2979;2;MARICA (RJ)  - CABO FRIO (RJ);106,4;Vedetes;Normal;Seccionado;Regional Rio;106,4
2989;1001;CABO FRIO;CAMPO GRANDE (RJ) - CABO FRIO (RJ) (VIA DUQUE DE CAXIAS);RIO - REG.LAGOS;212,59;CONV. C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2989;2;CAMPO GRANDE (RJ) - CABO FRIO (RJ) (VIA DUQUE DE CAXIAS);212,59;Vedetes;Normal;Seccionado;Regional Rio;212,6
2990;1001;MACAE;UNAMAR (RJ) - RIO DE JANEIRO (RJ) (VIA LAGOS);RIO - MACAE QUISSAMA;185,09;S/WC - CONV.C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2990;2;UNAMAR (RJ) - RIO DE JANEIRO (RJ) (VIA LAGOS);185,09;Vedetes;Normal;Seccionado;Regional Rio;185,1
2991;1001;CABO FRIO;RIO DE JANEIRO (RJ) - S.PEDRO ALDEIA (RJ) (MANILHA-ARARUAMA);RIO - REG.LAGOS;145,3;S/WC - CONV.C/AR;DETRO/RJ;RODOVIARIO          ;1;46;2991;2;RIO DE JANEIRO (RJ) - S.PEDRO ALDEIA (RJ) (MANILHA-ARARUAMA);145,3;Vedetes;Normal;Seccionado;Regional Rio;145,3
2992;1001;CABO FRIO;RIO DE JANEIRO (RJ) - ARARUAMA (RJ) (LATINO MELO/BACAXA);RIO/NIT - ARAR/SAQ;127,8;S/WC - CONV.C/AR;DETRO/RJ;RODOVIARIO;1;46;2992;2;RIO DE JANEIRO (RJ) - ARARUAMA (RJ) (LATINO MELO/BACAXA);127,8;Demais Mercados;Normal;Seccionado;Regional Rio;127,8
